SoC;Tensao
0.20830599561809748; 3.3855702711353546
0.44895351117335025; 3.3485475623144145
0.7698168652470159; 3.318929395257663
1.0104643808022686; 3.296715769965099
1.571975250431187; 3.285608957318817
2.3311944612610844; 3.28427845094275
2.984795378426938; 3.2830471771598106
3.6383962955927913; 3.284586269388485
4.291997212758645; 3.284586269388485
4.945598129924491; 3.284586269388485
5.599199047090352; 3.284586269388485
6.252799964256198; 3.284586269388485
6.906400881422044; 3.284586269388485
7.560001798587905; 3.284586269388485
8.213602715753751; 3.284586269388485
8.867203632919612; 3.284586269388485
9.520804550085458; 3.284586269388485
10.174405467251304; 3.28427845094275
10.828006384417165; 3.282431540268341
11.481607301583011; 3.282431540268341
12.135208218748858; 3.282431540268341
12.788809135914718; 3.282431540268341
13.442410053080565; 3.282431540268341
14.096010970246425; 3.282431540268341
14.749611887412271; 3.282431540268341
15.403212804578118; 3.282431540268341
16.05681372174398; 3.282431540268341
16.710414638909825; 3.282431540268341
17.36401555607567; 3.282431540268341
18.01761647324153; 3.282431540268341
18.671217390407378; 3.282431540268341
19.32481830757324; 3.282431540268341
19.978419224739085; 3.282431540268341
20.63202014190493; 3.282431540268341
21.28562105907079; 3.282431540268341
21.939221976236638; 3.282431540268341
22.5928228934025; 3.282431540268341
23.246423810568345; 3.282431540268341
23.90002472773419; 3.282431540268341
24.553625644900052; 3.282431540268341
25.207226562065898; 3.281200266485402
25.860827479231745; 3.2781220820280543
26.514428396397605; 3.2781220820280543
27.16802931356345; 3.27719862669085
27.821630230729312; 3.2759673529079105
28.47523114789516; 3.2759673529079105
29.128832065061005; 3.273812623787767
29.782432982226865; 3.273812623787767
30.43603389939271; 3.273812623787767
31.089634816558572; 3.271657894667624
31.74323573372442; 3.269810983993215
32.396836650890265; 3.26950316554748
33.050437568056125; 3.26950316554748
33.70403848522197; 3.2645780704157237
34.35763940238782; 3.2630389781870495
35.01124031955368; 3.259960793729702
35.664841236719525; 3.2587295199467627
36.318442153885385; 3.2587295199467627
36.97204307105123; 3.2571904277180885
37.62564398821708; 3.256574790826619
38.27924490538294; 3.256574790826619
38.932845822548785; 3.256574790826619
39.58644673971463; 3.2553435170436797
40.24004765688049; 3.2544200617064756
40.89364857404634; 3.2544200617064756
41.5472494912122; 3.2544200617064756
42.200850408378045; 3.2544200617064756
42.85445132554389; 3.2544200617064756
43.50805224270975; 3.2544200617064756
44.1616531598756; 3.2544200617064756
44.81525407704146; 3.2544200617064756
45.468854994207305; 3.2544200617064756
46.12245591137315; 3.251341877249128
46.77605682853901; 3.2491871481289842
47.42965774570486; 3.2458011452259017
48.083258662870705; 3.2458011452259017
48.736859580036565; 3.2458011452259017
49.39046049720241; 3.2494949665747193
50.04406141436827; 3.2494949665747193
50.69766233153412; 3.2501106034661884
51.351263248699965; 3.2501106034661884
52.004864165865825; 3.2501106034661884
52.65846508303167; 3.2501106034661884
53.31206600019753; 3.246416782117371
53.96566691736338; 3.2458011452259017
54.619267834529225; 3.2458011452259017
55.272868751695086; 3.2458011452259017
55.92646966886093; 3.2448776898886975
56.58007058602678; 3.243646416105758
57.23367150319264; 3.243646416105758
57.887272420358485; 3.243646416105758
58.540873337524346; 3.243646416105758
59.19447425469019; 3.243646416105758
59.84807517185604; 3.243646416105758
60.5016760890219; 3.243646416105758
61.155277006187745; 3.239029139419736
61.80887792335359; 3.2371822287453274
62.46247884051945; 3.237797865636797
63.1160797576853; 3.2371822287453274
63.76968067485116; 3.2371822287453274
64.423281592017; 3.2371822287453274
65.07688250918285; 3.23410404428798
65.73048342634871; 3.2319493151678365
66.38408434351456; 3.229178949156223
67.03768526068042; 3.22640858314461
67.69128617784627; 3.226100764698875
68.34488709501213; 3.2242538540244663
68.94246507642092; 3.21649682919195
69.65208892934382; 3.2177896666640358
70.30568984650967; 3.2168662113268316
70.95929076367551; 3.213480208423749
71.61289168084139; 3.213480208423749
72.26649259800723; 3.210402023966401
72.92009351517308; 3.2070160210633185
73.57369443233893; 3.2070160210633185
74.22729534950477; 3.2048612919431747
74.88089626667065; 3.2027065628230313
75.53449718383649; 3.2008596521486226
76.18809810100234; 3.1965501939083354
76.84169901816819; 3.1940876463424575
77.49529993533403; 3.192856372559518
78.1489008524999; 3.19039382499364
78.80250176966575; 3.1867000036448228
79.4561026868316; 3.184545274524679
80.10970360399745; 3.1777732687185134
80.76330452116329; 3.174387265815431
81.41690543832914; 3.1706934444666133
82.07050635549501; 3.1682308969007353
82.72410727266086; 3.162382346431774
83.3777081898267; 3.1580728881914872
84.03130910699255; 3.155610340625609
84.6849100241584; 3.152839974613996
85.33851094132427; 3.150993063939587
